gene_id	gene_name	ctenidia	gonad	heart	juvenile	larvae
PGEN_.00g153480	PGEN_.00g153480	1.223821	2.958124	0.144598	2.052085	2.675756
PGEN_.00g153490	PGEN_.00g153490	1.321556	0	0.196086	0.611917	2.375136
PGEN_.00g153500	PGEN_.00g153500	0.696169	0	0	1.751377	1.478244
PGEN_.00g153510	PGEN_.00g153510	8.104415	1.174395	0	6.167473	3.579189
PGEN_.00g153520	PGEN_.00g153520	0.387115	0	125.976681	12.621673	40.689038
PGEN_.00g153530	PGEN_.00g153530	1.923889	4.519889	0.298055	4.551881	4.906451
PGEN_.00g153540	PGEN_.00g153540	9.795608	29.254081	28.044099	49.955055	40.31313
PGEN_.00g153550	PGEN_.00g153550	0	0	0	0	0
PGEN_.00g153560	PGEN_.00g153560	0	0	0	0	0
PGEN_.00g153570	PGEN_.00g153570	1.650879	4.463871	0.725435	0.126325	0
PGEN_.00g153580	PGEN_.00g153580	5.882056	5.237278	7.949648	8.698323	4.358447
PGEN_.00g153590	PGEN_.00g153590	0	0	0	0.676693	0
PGEN_.00g153600	PGEN_.00g153600	0.324973	0	0.029288	1.177974	0.272998
PGEN_.00g153610	PGEN_.00g153610	0	0	8.052738	0.532909	0
PGEN_.00g153620	PGEN_.00g153620	0	0	0	0	0
PGEN_.00g153630	PGEN_.00g153630	12.913201	61.915886	103.988434	39.878602	39.327272
PGEN_.00g153640	PGEN_.00g153640	0	0	0	0	1.723194
PGEN_.00g153650	PGEN_.00g153650	0	0	0	0	0
PGEN_.00g153660	PGEN_.00g153660	711.167155	82.002171	1.526057	419.371954	885.912295
PGEN_.00g153670	PGEN_.00g153670	0	0	0	0.068673	2.037147
PGEN_.00g153680	PGEN_.00g153680	4.816213	4.33654	4.073537	3.296391	1.25512
PGEN_.00g153690	PGEN_.00g153690	51.912634	53.959929	43.291805	41.509225	28.268806
PGEN_.00g153700	PGEN_.00g153700	119.623036	35.225559	27.999745	24.093954	19.509071
PGEN_.00g153710	PGEN_.00g153710	0	0	0	0	0
PGEN_.00g153720	PGEN_.00g153720	0	0	0	0	0
PGEN_.00g153730	PGEN_.00g153730	15.588688	0	2.788322	6.80785	2.68112
PGEN_.00g153740	PGEN_.00g153740	0	32.367595	0	0	0
PGEN_.00g153750	PGEN_.00g153750	0.318632	0	0	0.049	0.12743
PGEN_.00g153760	PGEN_.00g153760	0	0	0	0.161637	0
PGEN_.00g153770	PGEN_.00g153770	0	0	0	0.699495	0
PGEN_.00g153780	PGEN_.00g153780	0	0	0	0	0
PGEN_.00g153790	PGEN_.00g153790	8.920585	12.617652	3.358301	10.81146	9.433697
PGEN_.00g153800	PGEN_.00g153800	43.628053	105.53905	34.699108	34.528083	40.507222
PGEN_.00g153810	PGEN_.00g153810	114.263846	75.769486	56.070153	80.311908	110.32541
PGEN_.00g153820	PGEN_.00g153820	0	0	0	0	0
PGEN_.00g153830	PGEN_.00g153830	0	4.324319	2.900043	3.366991	5.173749
PGEN_.00g153840	PGEN_.00g153840	0	0	0	0	0
PGEN_.00g153850	PGEN_.00g153850	0	0	0	0	0
PGEN_.00g153860	PGEN_.00g153860	1.084652	9.660718	3.123109	6.209492	3.398943
PGEN_.00g153870	PGEN_.00g153870	0	0	0	0	0
PGEN_.00g153880	PGEN_.00g153880	24.940708	13.626363	18.419348	33.193078	51.73923
PGEN_.00g153890	PGEN_.00g153890	2.771432	2.836875	16.008272	5.838672	2.437718
PGEN_.00g153900	PGEN_.00g153900	8.348817	2.617959	0.05381	5.813235	3.706607
PGEN_.00g153910	PGEN_.00g153910	2.29799	0	0.202196	2.033971	1.04926
PGEN_.00g153920	PGEN_.00g153920	2.833568	0.094961	5.667657	6.084166	2.644208
PGEN_.00g153930	PGEN_.00g153930	23.912051	3.203939	0	27.8591	47.279305
PGEN_.00g153940	PGEN_.00g153940	5.470273	0.331989	0	5.519467	5.481359
PGEN_.00g153950	PGEN_.00g153950	0.176741	3.727714	0.05518	0.277877	0.849171
PGEN_.00g153960	PGEN_.00g153960	0.192317	1.944152	0.057014	0.077819	0.681905
PGEN_.00g153970	PGEN_.00g153970	0	0	0	0	0
PGEN_.00g153980	PGEN_.00g153980	0	0	0	0	0
PGEN_.00g153990	PGEN_.00g153990	0	0	0	0	0
PGEN_.00g154000	PGEN_.00g154000	0	0	0	0	0
PGEN_.00g154010	PGEN_.00g154010	0	0	0	0	0
PGEN_.00g154020	PGEN_.00g154020	14.723567	5.586421	2.501063	18.361659	23.379632
PGEN_.00g154030	PGEN_.00g154030	5.7375	0.314139	3.981912	3.80455	1.042692
PGEN_.00g154040	PGEN_.00g154040	2.008151	4.201471	3.151138	4.39319	4.902898
PGEN_.00g154050	PGEN_.00g154050	0.700082	0.629689	3.088309	0.536897	0
PGEN_.00g154060	PGEN_.00g154060	7.53652	5.479728	22.414109	8.541199	8.741626
PGEN_.00g154070	PGEN_.00g154070	0	0	0	0	0
PGEN_.00g154080	PGEN_.00g154080	0	0	1.549573	0.04458	1.038061
PGEN_.00g154090	PGEN_.00g154090	5.645984	10.574042	0.034838	4.25366	0.696078
PGEN_.00g154100	PGEN_.00g154100	0	4.205588	0	1.33328	0.897239
PGEN_.00g154110	PGEN_.00g154110	0	0	0	5.855136	4.352016
PGEN_.00g154120	PGEN_.00g154120	0	0	0	0	0.047093
PGEN_.00g154130	PGEN_.00g154130	0	0	0	0	0
PGEN_.00g154140	PGEN_.00g154140	0	0	0	0	0
PGEN_.00g154150	PGEN_.00g154150	0	0	0	0	0
PGEN_.00g154160	PGEN_.00g154160	0	0	0	0	0
PGEN_.00g154170	PGEN_.00g154170	0	0	0	0	0
PGEN_.00g154180	PGEN_.00g154180	0	0	0	0	0
PGEN_.00g154190	PGEN_.00g154190	0	0	1.908325	0.758025	0
PGEN_.00g154200	PGEN_.00g154200	0.119118	0	0	0.054976	0
PGEN_.00g154210	PGEN_.00g154210	0	0	0	0	0
PGEN_.00g154220	PGEN_.00g154220	0	2.015573	0	4.532747	4.734344
PGEN_.00g154230	PGEN_.00g154230	0	0	0	0.040694	7.295501
PGEN_.00g154240	PGEN_.00g154240	0	0	0	0	23.792287
PGEN_.00g154250	PGEN_.00g154250	3.907231	0	0.501138	2.925541	0.223164
PGEN_.00g154260	PGEN_.00g154260	12.403713	1.320813	1.437231	9.575221	1.586796
PGEN_.00g154270	PGEN_.00g154270	0	0	0	0	0
PGEN_.00g154280	PGEN_.00g154280	0	0	0	0	0.022238
PGEN_.00g154290	PGEN_.00g154290	0	0	0	0	0
PGEN_.00g154300	PGEN_.00g154300	0	0	0	0.089843	0
PGEN_.00g154310	PGEN_.00g154310	2.794639	3.232481	2.058178	3.226993	2.787856
PGEN_.00g154320	PGEN_.00g154320	1.352917	4.672269	9.127803	2.441141	1.770603
PGEN_.00g154330	PGEN_.00g154330	0	0	0	0	0
PGEN_.00g154340	PGEN_.00g154340	0	0	0	0	0
PGEN_.00g154350	PGEN_.00g154350	0	0	0	0.013198	0.309136
PGEN_.00g154360	PGEN_.00g154360	0	0	0	0	0
PGEN_.00g154370	PGEN_.00g154370	0	0	0	0.702044	0.342458
PGEN_.00g154380	PGEN_.00g154380	0	0	0	0	0
PGEN_.00g154390	PGEN_.00g154390	1.787225	5.558579	2.597351	2.921077	8.693425
PGEN_.00g154400	PGEN_.00g154400	0	0	0	0	0
PGEN_.00g154410	PGEN_.00g154410	0	0	0	0	0
PGEN_.00g154420	PGEN_.00g154420	0	0	0	0	0
PGEN_.00g154430	PGEN_.00g154430	0	0	0.351228	0.36203	0
PGEN_.00g154440	PGEN_.00g154440	0	0	0.114525	0	0
PGEN_.00g154450	PGEN_.00g154450	0	3.923345	0	0.647733	0
PGEN_.00g154460	PGEN_.00g154460	0	0	0	0	0
PGEN_.00g154470	PGEN_.00g154470	0	32.951191	0	0.92401	0
PGEN_.00g154480	PGEN_.00g154480	0	0	0	0	0
PGEN_.00g154490	PGEN_.00g154490	0	0	0	0.022002	2.828573
PGEN_.00g154500	PGEN_.00g154500	0	0	0	0.374105	4.670234
PGEN_.00g154510	PGEN_.00g154510	0	0	0	0	0
PGEN_.00g154520	PGEN_.00g154520	0	0	0	3.316936	0
PGEN_.00g154530	PGEN_.00g154530	0	0.348248	0	1.962114	0
PGEN_.00g154540	PGEN_.00g154540	0	0	0	0	0
PGEN_.00g154550	PGEN_.00g154550	0	0	0	0	0
PGEN_.00g154560	PGEN_.00g154560	0	0	0	0.677432	0
PGEN_.00g154570	PGEN_.00g154570	0	0.299319	0.302142	0.506692	0.274335
PGEN_.00g154580	PGEN_.00g154580	0	5.512788	0	0.328404	0
PGEN_.00g154590	PGEN_.00g154590	0	0	0	2.860265	0
PGEN_.00g154600	PGEN_.00g154600	0	0	0	0.046563	0.847802
PGEN_.00g154610	PGEN_.00g154610	0	0	0	0	0
PGEN_.00g154620	PGEN_.00g154620	0	0	0	0	0
PGEN_.00g154630	PGEN_.00g154630	0.3707	0	0	0.076049	0
PGEN_.00g154640	PGEN_.00g154640	0.595578	0	0.560908	0.090098	0.152101
PGEN_.00g154650	PGEN_.00g154650	0	0	0	0.143698	0
PGEN_.00g154660	PGEN_.00g154660	4.162574	0	0	1.185967	0.201428
PGEN_.00g154670	PGEN_.00g154670	36.064036	421.151377	2952.684659	414.382013	5.174331
PGEN_.00g154680	PGEN_.00g154680	456.30801	5627.263157	22045.739166	1445.459301	228.918497
PGEN_.00g154690	PGEN_.00g154690	0.997846	7.107219	24.459173	0.211112	0
PGEN_.00g154700	PGEN_.00g154700	0	0	0.064237	0.419686	0
PGEN_.00g154710	PGEN_.00g154710	0	0	3.16438	1.117648	0
PGEN_.00g154720	PGEN_.00g154720	2.572355	27.390451	14.646132	1.318439	0
PGEN_.00g154730	PGEN_.00g154730	0.465414	11.026372	9.503644	1.058794	0
PGEN_.00g154740	PGEN_.00g154740	20.45512	0	0.038504	14.583266	0.23905
PGEN_.00g154750	PGEN_.00g154750	9.455006	4.304484	5.817082	13.263213	13.27689
PGEN_.00g154760	PGEN_.00g154760	37.328269	8.993514	25.080909	5.606263	15.177411
PGEN_.00g154770	PGEN_.00g154770	2.927321	0	0	3.953737	10.149543
PGEN_.00g154780	PGEN_.00g154780	2.351764	1.746658	3.903763	2.134593	1.744728
PGEN_.00g154790	PGEN_.00g154790	0	0	0	0	0
PGEN_.00g154800	PGEN_.00g154800	4.995529	7.460365	3.009807	4.962193	8.490444
PGEN_.00g154810	PGEN_.00g154810	0	0	0	0.018095	0.707084
PGEN_.00g154820	PGEN_.00g154820	0	0	0	0	0.24052
PGEN_.00g154830	PGEN_.00g154830	11.91698	0	10.011385	5.765094	20.829656
PGEN_.00g154840	PGEN_.00g154840	15.448748	21.472675	8.281866	14.234925	16.096932
PGEN_.00g154850	PGEN_.00g154850	0	0	0	0.030459	1.901587
PGEN_.00g154860	PGEN_.00g154860	6.417638	0.334665	1.519667	1.417504	1.108303
PGEN_.00g154870	PGEN_.00g154870	0	0	0	0	0
PGEN_.00g154880	PGEN_.00g154880	23.948084	21.812986	17.799272	36.98899	40.289592
PGEN_.00g154890	PGEN_.00g154890	50.047307	5.245222	0.485222	33.117504	32.36558
PGEN_.00g154900	PGEN_.00g154900	13.068897	2.852575	0.422227	11.54948	11.391276
PGEN_.00g154910	PGEN_.00g154910	0	0	0	0	0
PGEN_.00g154920	PGEN_.00g154920	3.956752	2.919347	1.848526	2.622918	2.76979
PGEN_.00g154930	PGEN_.00g154930	0.477233	3.025293	1.044417	2.021192	1.963583
PGEN_.00g154940	PGEN_.00g154940	13.994836	0	12.118329	17.14238	7.565164
PGEN_.00g154950	PGEN_.00g154950	7.378387	8.496187	8.548216	6.425655	4.917364
PGEN_.00g154960	PGEN_.00g154960	24.716025	13.18357	9.206205	21.235605	28.261895
PGEN_.00g154970	PGEN_.00g154970	0	0	0	2.44591	3.585093
PGEN_.00g154980	PGEN_.00g154980	0	0	0	0	0
PGEN_.00g154990	PGEN_.00g154990	0	0	0	0	0
PGEN_.00g155000	PGEN_.00g155000	58.310325	16.388437	8.317749	33.206533	8.316347
PGEN_.00g155010	PGEN_.00g155010	5.625087	9.504491	3.36362	8.497353	5.850844
PGEN_.00g155020	PGEN_.00g155020	0.426423	0	0.063894	0.37201	5.200518
PGEN_.00g155030	PGEN_.00g155030	0.196918	0	0.266198	7.642215	0.590798
PGEN_.00g155040	PGEN_.00g155040	0.099281	0.742496	1.063874	3.023334	4.796914
PGEN_.00g155050	PGEN_.00g155050	0	0	0	0	0
PGEN_.00g155060	PGEN_.00g155060	0	0	0.429597	0.855882	2.410782
PGEN_.00g155070	PGEN_.00g155070	0	0	0	0.054666	0
PGEN_.00g155080	PGEN_.00g155080	0	0	0	0	0
PGEN_.00g155090	PGEN_.00g155090	0	0	0	3.040853	0
PGEN_.00g155100	PGEN_.00g155100	11.633873	35.507272	17.893473	29.564056	20.141928
PGEN_.00g155110	PGEN_.00g155110	0	0	0	0	0
PGEN_.00g155120	PGEN_.00g155120	0	0	0	0	0
PGEN_.00g155130	PGEN_.00g155130	0	0	0	0	0
PGEN_.00g155140	PGEN_.00g155140	3.363309	3.134535	5.117245	6.126583	2.940187
PGEN_.00g155150	PGEN_.00g155150	0	3.09403	0.090526	116.783497	249.393075
PGEN_.00g155160	PGEN_.00g155160	0	0	0	18.943557	7.515041
PGEN_.00g155170	PGEN_.00g155170	0	3.680699	0.152544	20.14695	6.101418
PGEN_.00g155180	PGEN_.00g155180	0	0	0	0	0
PGEN_.00g155190	PGEN_.00g155190	0	0	0	0	0
PGEN_.00g155200	PGEN_.00g155200	0	0	0	0	0
PGEN_.00g155210	PGEN_.00g155210	0	0	0	0.286021	0
PGEN_.00g155220	PGEN_.00g155220	0	4.443957	0	0.983084	0.437135
PGEN_.00g155230	PGEN_.00g155230	0	0	0	0	0
PGEN_.00g155240	PGEN_.00g155240	0	0	0	0.013743	0
PGEN_.00g155250	PGEN_.00g155250	0	0	0.642269	3.914049	0.816858
PGEN_.00g155260	PGEN_.00g155260	0	0	0	0.578365	1.585801
PGEN_.00g155270	PGEN_.00g155270	0	0	0	0	18.914556
PGEN_.00g155280	PGEN_.00g155280	0	0	0	0	0
PGEN_.00g155290	PGEN_.00g155290	0	0	0	0.097128	0.21663
PGEN_.00g155300	PGEN_.00g155300	7.687304	5.695535	5.572662	9.726173	8.037986
PGEN_.00g155310	PGEN_.00g155310	0	0	0.155168	10.250935	3.123393
PGEN_.00g155320	PGEN_.00g155320	0	4.634232	0.085307	1.75805	0.911821
PGEN_.00g155330	PGEN_.00g155330	0	0	0	0	0
PGEN_.00g155340	PGEN_.00g155340	1.81934	3.69374	5.404187	2.667392	4.500243
PGEN_.00g155350	PGEN_.00g155350	0	0	0	0.090507	1.971627
PGEN_.00g155360	PGEN_.00g155360	0	0	0	0.040646	0
PGEN_.00g155370	PGEN_.00g155370	5.917837	3.124719	3.875006	6.153044	4.620812
PGEN_.00g155380	PGEN_.00g155380	0	0	0	0	0
PGEN_.00g155390	PGEN_.00g155390	0	0	0	0	14.002029
PGEN_.00g155400	PGEN_.00g155400	0.999467	1.930997	0.180141	5.260636	19.670811
PGEN_.00g155410	PGEN_.00g155410	35.537244	9.195354	0.120396	29.15951	35.352506
PGEN_.00g155420	PGEN_.00g155420	20.993986	9.958672	5.827159	14.051126	2.120837
PGEN_.00g155430	PGEN_.00g155430	63.855805	165.075583	87.764624	44.561107	22.321102
PGEN_.00g155440	PGEN_.00g155440	13.080199	28.54116	23.352905	43.918732	23.557797
PGEN_.00g155450	PGEN_.00g155450	1.500887	1.982441	0.535464	1.892117	0.712988
PGEN_.00g155460	PGEN_.00g155460	3.02201	7.630196	19.877379	10.65642	0.604231
PGEN_.00g155470	PGEN_.00g155470	0.512012	0	0.23078	0.917273	0.819325
PGEN_.00g155480	PGEN_.00g155480	1.095937	0	2.956309	3.711317	3.122405
PGEN_.00g155490	PGEN_.00g155490	2.453439	0	1.174221	2.603426	3.496153
PGEN_.00g155500	PGEN_.00g155500	31.845193	111.25811	103.329195	42.605609	54.268859
PGEN_.00g155510	PGEN_.00g155510	0	0	0	0	0
PGEN_.00g155520	PGEN_.00g155520	0	0	0.098621	0.1018	0
PGEN_.00g155530	PGEN_.00g155530	0.006164	0.052183	0.02505	24.545791	14.659913
PGEN_.00g155540	PGEN_.00g155540	0	2.492204	0	1.377532	0.726653
PGEN_.00g155550	PGEN_.00g155550	0.324455	0	103.629167	4.607101	0.53109
PGEN_.00g155560	PGEN_.00g155560	3.534479	3.296643	1.810933	6.340091	2.821503
PGEN_.00g155570	PGEN_.00g155570	12.722815	3.716944	4.373927	4.651754	6.130105
PGEN_.00g155580	PGEN_.00g155580	14.761769	0	0	10.361838	0
PGEN_.00g155590	PGEN_.00g155590	0	0	0	0.561161	13.614296
PGEN_.00g155600	PGEN_.00g155600	17.489511	3.528873	0	7.027035	2.901133
PGEN_.00g155610	PGEN_.00g155610	17.351552	0	6.566836	16.874237	68.868905
PGEN_.00g155620	PGEN_.00g155620	2.312722	3.403101	1.888459	2.54261	1.734593
PGEN_.00g155630	PGEN_.00g155630	7.258383	0.719483	0.925868	1.336008	0.116178
PGEN_.00g155640	PGEN_.00g155640	2.816516	0.727389	0.349742	0.844203	0.021886
PGEN_.00g155650	PGEN_.00g155650	0	0	0	5.695548	8.914494
PGEN_.00g155660	PGEN_.00g155660	0	0	0	0.209731	5.820351
PGEN_.00g155670	PGEN_.00g155670	1.950944	2.549683	17.753275	4.183873	5.981721
PGEN_.00g155680	PGEN_.00g155680	4.27576	11.287188	12.047337	5.70039	4.783187
PGEN_.00g155690	PGEN_.00g155690	0	23.35575	1.383239	0	0
PGEN_.00g155700	PGEN_.00g155700	5.901172	23.531664	5.458325	5.075695	10.554411
PGEN_.00g155710	PGEN_.00g155710	2.007733	2.642623	0.682446	4.295601	3.086853
PGEN_.00g155720	PGEN_.00g155720	0	0	0	0	0
PGEN_.00g155730	PGEN_.00g155730	0	0	0	0.633865	0.179414
PGEN_.00g155740	PGEN_.00g155740	0.821872	0	0.140785	8.974555	4.19885
PGEN_.00g155750	PGEN_.00g155750	0	0	0	0.15673	0.087446
PGEN_.00g155760	PGEN_.00g155760	4.271577	5.79223	8.140293	7.687813	8.227617
PGEN_.00g155770	PGEN_.00g155770	0	0	0	0	0
PGEN_.00g155780	PGEN_.00g155780	23.854672	0	0.102836	29.559523	33.835111
PGEN_.00g155790	PGEN_.00g155790	0	0	0	3.481609	0
PGEN_.00g155800	PGEN_.00g155800	0	0	0	2.102826	0
PGEN_.00g155810	PGEN_.00g155810	15.184578	0	0	5.821657	0
PGEN_.00g155820	PGEN_.00g155820	4.198513	0	6.086568	10.194121	6.726846
PGEN_.00g155830	PGEN_.00g155830	5.199834	7.02821	6.212338	4.492445	2.577332
PGEN_.00g155840	PGEN_.00g155840	0	0	0	0	0
PGEN_.00g155850	PGEN_.00g155850	6.186788	9.914436	5.787227	11.297506	8.811009
PGEN_.00g155860	PGEN_.00g155860	0	0	0.196086	0	0
PGEN_.00g155870	PGEN_.00g155870	0	0	0	0	0
PGEN_.00g155880	PGEN_.00g155880	0.957872	0	0	2.506675	1.040188
PGEN_.00g155890	PGEN_.00g155890	0	0	0	3.169241	43.991925
PGEN_.00g155900	PGEN_.00g155900	0	0	0	0	0
PGEN_.00g155910	PGEN_.00g155910	0	0	0	0	0
PGEN_.00g155920	PGEN_.00g155920	10.24197	0	4.897355	7.965802	12.68123
PGEN_.00g155930	PGEN_.00g155930	4.64777	14.76437	11.454769	3.389622	3.903929
PGEN_.00g155940	PGEN_.00g155940	1.125334	19.954363	19.84792	2.717493	1.215098
PGEN_.00g155950	PGEN_.00g155950	18.506022	40.141046	18.592506	16.529233	42.473629
PGEN_.00g155960	PGEN_.00g155960	8.408398	6.80398	10.02154	9.086596	8.768217
PGEN_.00g155970	PGEN_.00g155970	7.568095	3.526234	0.099302	6.389282	26.804855
PGEN_.00g155980	PGEN_.00g155980	29.041032	25.938151	22.661516	19.537834	19.496514
PGEN_.00g155990	PGEN_.00g155990	0	0	0.036431	0.261029	2.086867
PGEN_.00g156000	PGEN_.00g156000	2.248482	4.738288	7.317532	9.445495	8.652481
PGEN_.00g156010	PGEN_.00g156010	1.841135	1.450803	1.209351	3.341806	2.546181
PGEN_.00g156020	PGEN_.00g156020	0	0	1.069084	1.11825	1.46993
PGEN_.00g156030	PGEN_.00g156030	0.079432	0	0	0.048822	0
PGEN_.00g156040	PGEN_.00g156040	0	0	0	1.536134	1.704439
PGEN_.00g156050	PGEN_.00g156050	34.39076	198.80492	245.204096	111.971505	54.122032
PGEN_.00g156060	PGEN_.00g156060	0	0	0	0	0
PGEN_.00g156070	PGEN_.00g156070	0	0	0	0.720007	0.802126
PGEN_.00g156080	PGEN_.00g156080	0	0	1.380804	0.85638	5.788313
PGEN_.00g156090	PGEN_.00g156090	0	0	0	0	0
PGEN_.00g156100	PGEN_.00g156100	0.435326	2.166275	0.834398	5.526381	9.597031
PGEN_.00g156110	PGEN_.00g156110	25.064217	26.779484	35.795813	20.439297	83.304697
PGEN_.00g156120	PGEN_.00g156120	23.471591	38.482006	40.990272	32.981699	13.972075
PGEN_.00g156130	PGEN_.00g156130	0	0	0	0	0
PGEN_.00g156140	PGEN_.00g156140	38.310965	7.135155	5.060939	10.742236	17.743056
PGEN_.00g156150	PGEN_.00g156150	223.849715	0	0.929907	53.451936	2.478994
PGEN_.00g156160	PGEN_.00g156160	0	0	0	0	0
PGEN_.00g156170	PGEN_.00g156170	0	0	0	0	0
PGEN_.00g156180	PGEN_.00g156180	0	0	0	0	0
PGEN_.00g156190	PGEN_.00g156190	0	0	0.023615	0.731922	1.257447
PGEN_.00g156200	PGEN_.00g156200	3.263171	3.685901	2.272094	1.332162	3.131285
PGEN_.00g156210	PGEN_.00g156210	0	0	0	0.03109	50.412619
PGEN_.00g156220	PGEN_.00g156220	1.474347	0	0	2.733241	0
PGEN_.00g156230	PGEN_.00g156230	2.152997	0	0	0	0.369085
PGEN_.00g156240	PGEN_.00g156240	0.826386	0.747531	1.805655	0.780934	11.3305
PGEN_.00g156250	PGEN_.00g156250	0.793219	11.118439	1.248381	51.050391	44.962492
PGEN_.00g156260	PGEN_.00g156260	0.10018	3.354316	0.496012	206.941443	199.709192
PGEN_.00g156270	PGEN_.00g156270	3.547602	4.892544	3.52557	3.530838	1.184454
PGEN_.00g156280	PGEN_.00g156280	6.534298	4.577175	3.639352	3.249863	2.522276
PGEN_.00g156290	PGEN_.00g156290	126.718497	124.696396	96.048552	136.12936	172.999729
PGEN_.00g156300	PGEN_.00g156300	16.099406	30.873079	16.243112	39.44	58.461035
PGEN_.00g156310	PGEN_.00g156310	3.641507	9.676348	7.930178	6.030067	4.743113
PGEN_.00g156320	PGEN_.00g156320	0	0	7.648726	1.111384	4.564734
PGEN_.00g156330	PGEN_.00g156330	6.686735	5.328647	5.255934	8.086759	12.513362
PGEN_.00g156340	PGEN_.00g156340	17.885152	15.749062	11.347212	17.803147	14.125517
PGEN_.00g156350	PGEN_.00g156350	0	0	0	0	0
PGEN_.00g156360	PGEN_.00g156360	0	0	0.101966	3.190874	0
PGEN_.00g156370	PGEN_.00g156370	0	0	0	0.099535	0
PGEN_.00g156380	PGEN_.00g156380	0	0	0	1.4598	0
PGEN_.00g156390	PGEN_.00g156390	0	0	0	0.710657	0
PGEN_.00g156400	PGEN_.00g156400	0	0	0	0.774395	0
PGEN_.00g156410	PGEN_.00g156410	0	0	0	0	0
PGEN_.00g156420	PGEN_.00g156420	1.633703	0.537018	3.871413	0.068608	0.890782
PGEN_.00g156430	PGEN_.00g156430	0	0	0	0.015835	0
PGEN_.00g156440	PGEN_.00g156440	0	0	0	0.035401	0
PGEN_.00g156450	PGEN_.00g156450	1.315718	4.427812	1.377121	3.238885	6.09108
PGEN_.00g156460	PGEN_.00g156460	56.615849	96.593631	82.008717	65.393398	51.795596
PGEN_.00g156470	PGEN_.00g156470	0	0	0	9.427307	0
PGEN_.00g156480	PGEN_.00g156480	0	0	0	0	0
PGEN_.00g156490	PGEN_.00g156490	1.464307	0	0.53567	3.305974	2.800217
PGEN_.00g156500	PGEN_.00g156500	0	0	0	0	0
PGEN_.00g156510	PGEN_.00g156510	15.75468	10.078989	18.784639	25.738297	21.73675
PGEN_.00g156520	PGEN_.00g156520	0	0	0	0	0
PGEN_.00g156530	PGEN_.00g156530	0	5.149644	0	0.931595	0
PGEN_.00g156540	PGEN_.00g156540	3.779351	4.217788	3.989982	5.334669	4.508471
PGEN_.00g156550	PGEN_.00g156550	15.160012	44.084184	32.61162	17.249788	32.667892
PGEN_.00g156560	PGEN_.00g156560	0.275578	0.249693	2.174458	3.299664	0.523704
PGEN_.00g156570	PGEN_.00g156570	0	0	0.10606	4.956821	2.401745
PGEN_.00g156580	PGEN_.00g156580	0	0	0	0	0
PGEN_.00g156590	PGEN_.00g156590	8.603306	0.742184	4.246871	4.655551	0
PGEN_.00g156600	PGEN_.00g156600	51.634382	63.600135	100.565319	56.295865	2.855765
PGEN_.00g156610	PGEN_.00g156610	2.748036	0	0.116015	0.145182	0.051523
PGEN_.00g156620	PGEN_.00g156620	117.102311	21.262679	1.600244	5.69701	0.172128
PGEN_.00g156630	PGEN_.00g156630	1.65281	1.479308	0.537633	1.921327	1.662417
PGEN_.00g156640	PGEN_.00g156640	17.025754	9.698817	2.327527	9.553228	20.614395
PGEN_.00g156650	PGEN_.00g156650	3.211206	3.104435	7.609852	8.850157	7.564761
PGEN_.00g156660	PGEN_.00g156660	0	0	0	69.3001	493.49233
PGEN_.00g156670	PGEN_.00g156670	0	0	0.109353	25.809741	40.241022
PGEN_.00g156680	PGEN_.00g156680	0	0	0	0.36203	1.40804
PGEN_.00g156690	PGEN_.00g156690	98.793836	135.485063	93.954926	120.47955	118.360877
PGEN_.00g156700	PGEN_.00g156700	6902.380542	7101.215142	5571.773412	7169.295457	4018.490138
PGEN_.00g156710	PGEN_.00g156710	17.676656	4.950633	2.762901	15.10987	16.908206
PGEN_.00g156720	PGEN_.00g156720	9.200556	3.348687	1.61061	8.732413	10.276686
PGEN_.00g156730	PGEN_.00g156730	1.30802	0	1.708749	2.384728	0
PGEN_.00g156740	PGEN_.00g156740	8.497247	3.44512	1.18561	6.631012	6.226959
PGEN_.00g156750	PGEN_.00g156750	1.390909	2.356041	43.879111	61.649789	0.417077
PGEN_.00g156760	PGEN_.00g156760	0	0.087041	0.086591	0.651726	0.295939
PGEN_.00g156770	PGEN_.00g156770	8.339792	0	0.148132	2.835311	0
PGEN_.00g156780	PGEN_.00g156780	0	0	0	0.386917	0
PGEN_.00g156790	PGEN_.00g156790	2.833782	0	0	3.833598	0.113338
PGEN_.00g156800	PGEN_.00g156800	5.818881	7.760593	7.067533	12.135457	12.346632
PGEN_.00g156810	PGEN_.00g156810	0	0	0	0.302875	0
PGEN_.00g156820	PGEN_.00g156820	0	0	0	1.585095	0.56216
PGEN_.00g156830	PGEN_.00g156830	0	0	0.442275	175.344661	0
PGEN_.00g156840	PGEN_.00g156840	0	0	0	20.241164	0
PGEN_.00g156850	PGEN_.00g156850	0	0	0	1.78368	0
PGEN_.00g156860	PGEN_.00g156860	7.75232	14.9417	8.582323	7.920937	13.569838
PGEN_.00g156870	PGEN_.00g156870	1.437726	2.133166	2.548731	2.444083	1.785682
PGEN_.00g156880	PGEN_.00g156880	0	0	0	0	0
PGEN_.00g156890	PGEN_.00g156890	7.038144	3.641392	0	7.558057	10.162732
PGEN_.00g156900	PGEN_.00g156900	19.033549	19.525859	4.208891	29.031961	21.925629
PGEN_.00g156910	PGEN_.00g156910	0.116025	1.471369	2.536278	2.984381	6.022452
PGEN_.00g156920	PGEN_.00g156920	8.339162	8.389871	8.05919	7.125103	10.380393
