gene_id	gene_name	ctenidia	gonad	heart	juvenile	larvae
PGEN_.00g102370	PGEN_.00g102370	0	0	0	0	267.951449
PGEN_.00g102380	PGEN_.00g102380	0	0.719359	0	0	0
PGEN_.00g102390	PGEN_.00g102390	0	0	0	0	0
PGEN_.00g102400	PGEN_.00g102400	4.864501	26.280665	10.861795	19.911503	20.197943
PGEN_.00g102410	PGEN_.00g102410	14.274664	16.191146	9.907488	17.304841	17.179167
PGEN_.00g102420	PGEN_.00g102420	75.309152	12.163228	0.172234	25.345865	57.624963
PGEN_.00g102430	PGEN_.00g102430	145.963615	16.930241	0	66.873152	118.31432
PGEN_.00g102440	PGEN_.00g102440	0	0	0	0.117584	0
PGEN_.00g102450	PGEN_.00g102450	0	0	0	0.152106	0
PGEN_.00g102460	PGEN_.00g102460	0	0	0	0.015403	0
PGEN_.00g102470	PGEN_.00g102470	0	0	0	0.581705	0
PGEN_.00g102480	PGEN_.00g102480	110.004674	5.821838	1.601334	104.254257	192.27441
PGEN_.00g102490	PGEN_.00g102490	34.457626	18.757283	18.761387	13.76686	18.888031
PGEN_.00g102500	PGEN_.00g102500	0	0	0	6.939737	39.078807
PGEN_.00g102510	PGEN_.00g102510	0	0	0.075391	57.235691	38.769471
PGEN_.00g102520	PGEN_.00g102520	0	3.58835	0	90.658235	44.115407
PGEN_.00g102530	PGEN_.00g102530	0	0	0	0	0
PGEN_.00g102540	PGEN_.00g102540	9923.806923	2101.074526	16.658545	4069.147292	450.73905
PGEN_.00g102550	PGEN_.00g102550	0	0	0	0	0
PGEN_.00g102560	PGEN_.00g102560	1.966531	0	0	0.633299	0.152261
PGEN_.00g102570	PGEN_.00g102570	0	0	0	0	0
PGEN_.00g102580	PGEN_.00g102580	0.612118	0	0	0.13185	0.073434
PGEN_.00g102590	PGEN_.00g102590	6.458035	0.040356	0.040165	7.287899	0.213828
PGEN_.00g102600	PGEN_.00g102600	5.417079	4.660534	0.124469	7.748767	16.994304
PGEN_.00g102610	PGEN_.00g102610	0	0	0	0	0
PGEN_.00g102620	PGEN_.00g102620	0	0	0	0	0
PGEN_.00g102630	PGEN_.00g102630	16.646337	108.220791	154.912257	0.634648	0
PGEN_.00g102640	PGEN_.00g102640	1.78547	0	2.244737	86.818724	204.518754
PGEN_.00g102650	PGEN_.00g102650	0	0	0	0	0
PGEN_.00g102660	PGEN_.00g102660	0	0	0	49.229381	224.114006
PGEN_.00g102670	PGEN_.00g102670	20.83305	0	0.105436	20.537333	19.896567
PGEN_.00g102680	PGEN_.00g102680	0	0	0	3.435006	0
PGEN_.00g102690	PGEN_.00g102690	0.485319	0	0	1.271938	1.16234
PGEN_.00g102700	PGEN_.00g102700	2.747476	0.399645	0	0.728706	0
PGEN_.00g102710	PGEN_.00g102710	1.276403	0	0.855903	1.626811	21.040778
PGEN_.00g102720	PGEN_.00g102720	0	0	0	0.58149	0.564714
PGEN_.00g102730	PGEN_.00g102730	0	0	0	0	0
PGEN_.00g102740	PGEN_.00g102740	17.493601	62.050806	31.170197	30.925001	30.818045
PGEN_.00g102750	PGEN_.00g102750	7.751409	16.495496	28.505927	1.719121	0.287675
PGEN_.00g102760	PGEN_.00g102760	0	0.224489	1.005096	0	0
PGEN_.00g102770	PGEN_.00g102770	18.216298	41.924247	52.829007	5.448479	3.308374
PGEN_.00g102780	PGEN_.00g102780	0	0	0	0	0
PGEN_.00g102790	PGEN_.00g102790	10.288398	14.590909	1.706761	3.486415	14.714299
PGEN_.00g102800	PGEN_.00g102800	0	0	0	0	0
PGEN_.00g102810	PGEN_.00g102810	0	0	0	0	0.025043
PGEN_.00g102820	PGEN_.00g102820	0	0	0	0	0
PGEN_.00g102830	PGEN_.00g102830	8.859154	17.897858	6.658717	18.644898	0.498163
PGEN_.00g102840	PGEN_.00g102840	121.38662	0	12.155827	33.251076	0
PGEN_.00g102850	PGEN_.00g102850	3.934844	7.445882	10.597805	17.331184	23.934784
PGEN_.00g102860	PGEN_.00g102860	0	0	0	0.09867	0
PGEN_.00g102870	PGEN_.00g102870	0	0	0	0	0
PGEN_.00g102880	PGEN_.00g102880	0	0	0	0	0
PGEN_.00g102890	PGEN_.00g102890	0	0	0	0	0
PGEN_.00g102900	PGEN_.00g102900	26.014319	1.76003	0.141245	4.875795	1.278894
PGEN_.00g102910	PGEN_.00g102910	0.132203	0	0	0.061041	622.020786
PGEN_.00g102920	PGEN_.00g102920	0	0	0	0	0
PGEN_.00g102930	PGEN_.00g102930	0.247972	9.428558	10.16264	12.118082	0
PGEN_.00g102940	PGEN_.00g102940	2.684551	2.032027	0.312148	3.384181	2.159404
PGEN_.00g102950	PGEN_.00g102950	7.137636	0	0.243387	6.846887	2.957552
PGEN_.00g102960	PGEN_.00g102960	0.172874	0	0	0	0.051859
PGEN_.00g102970	PGEN_.00g102970	0.204699	0	0	0	0
PGEN_.00g102980	PGEN_.00g102980	0	0	0	0	0
PGEN_.00g102990	PGEN_.00g102990	0	0	0	0	0
PGEN_.00g103000	PGEN_.00g103000	0	0	0	0	0
PGEN_.00g103010	PGEN_.00g103010	0	0	0	0.08485	0.44016
PGEN_.00g103020	PGEN_.00g103020	0	0	0	2.110901	14.15945
PGEN_.00g103030	PGEN_.00g103030	0	0	0	0	0
PGEN_.00g103040	PGEN_.00g103040	0	0	0	0	0
PGEN_.00g103050	PGEN_.00g103050	0	0	0	0	0
PGEN_.00g103060	PGEN_.00g103060	0	0	0	0	0
PGEN_.00g103070	PGEN_.00g103070	0	0	0	0	0
PGEN_.00g103080	PGEN_.00g103080	0	0	0	0	0
PGEN_.00g103090	PGEN_.00g103090	0	0	0	0	0
PGEN_.00g103100	PGEN_.00g103100	0	0	0	0	1.024423
PGEN_.00g103110	PGEN_.00g103110	0.315403	0	0.913708	0	0
PGEN_.00g103120	PGEN_.00g103120	0	0	0	0	0
PGEN_.00g103130	PGEN_.00g103130	1.588634	31.426907	14.418049	0.170878	0
PGEN_.00g103140	PGEN_.00g103140	0	0	0	0	0
PGEN_.00g103150	PGEN_.00g103150	2.333074	0	61.49335	11.529279	10.651321
PGEN_.00g103160	PGEN_.00g103160	0	0	0	0.486428	0
PGEN_.00g103170	PGEN_.00g103170	2.163502	0	1.564578	6.580473	4.66993
PGEN_.00g103180	PGEN_.00g103180	0	0	0	0	0
PGEN_.00g103190	PGEN_.00g103190	1.09956	0	0.323489	0.480623	0
PGEN_.00g103200	PGEN_.00g103200	0.791415	0	0	0.024381	0
PGEN_.00g103210	PGEN_.00g103210	0	0	0	0	0
PGEN_.00g103220	PGEN_.00g103220	0	0	0	0.123417	0
PGEN_.00g103230	PGEN_.00g103230	0.718195	0	0.053947	2.127506	0.359137
PGEN_.00g103240	PGEN_.00g103240	0	0	0.081333	0.042054	0
PGEN_.00g103250	PGEN_.00g103250	0	0	0	0	0
PGEN_.00g103260	PGEN_.00g103260	0	0	0.29587	0	0
PGEN_.00g103270	PGEN_.00g103270	0	0	0	0	0
PGEN_.00g103280	PGEN_.00g103280	0	0	0	2.148254	0.270265
PGEN_.00g103290	PGEN_.00g103290	0	0	0	0	0
PGEN_.00g103300	PGEN_.00g103300	0	0	0	0	0
PGEN_.00g103310	PGEN_.00g103310	0	0	0	0.302696	1.082542
PGEN_.00g103320	PGEN_.00g103320	10.980034	1.614101	0.417586	2.475424	0.727275
PGEN_.00g103330	PGEN_.00g103330	0	0	0	0	0
PGEN_.00g103340	PGEN_.00g103340	61.342921	23.073629	0.072421	27.908202	16.352362
PGEN_.00g103350	PGEN_.00g103350	0.037474	35.556866	0	2.357957	0.134941
PGEN_.00g103360	PGEN_.00g103360	0	0	0	3.437185	1.972045
PGEN_.00g103370	PGEN_.00g103370	0	0	0	10.105537	29.603969
PGEN_.00g103380	PGEN_.00g103380	2.418645	0.974466	1.851759	2.766611	2.375482
PGEN_.00g103390	PGEN_.00g103390	267.461236	36.756715	27.281887	49.727868	0.431146
PGEN_.00g103400	PGEN_.00g103400	1.747867	0	0.91365	1.036467	1.048974
PGEN_.00g103410	PGEN_.00g103410	7.32321	3.448572	6.282171	5.602651	4.3951
PGEN_.00g103420	PGEN_.00g103420	0	2.783954	0.316544	0.391672	0.369037
PGEN_.00g103430	PGEN_.00g103430	21.945108	16.485082	20.28166	10.102646	11.137938
PGEN_.00g103440	PGEN_.00g103440	0	0	0	0	0
PGEN_.00g103450	PGEN_.00g103450	0	0.239686	0	0	0
PGEN_.00g103460	PGEN_.00g103460	0	0	0	0.064031	2.23647
PGEN_.00g103470	PGEN_.00g103470	0	0	0	2.920059	6.575399
PGEN_.00g103480	PGEN_.00g103480	0	0	0	0.700942	0
PGEN_.00g103490	PGEN_.00g103490	2.021439	0	0.349345	3.065471	2.797807
PGEN_.00g103500	PGEN_.00g103500	0	0	0	0.020339	0.132528
PGEN_.00g103510	PGEN_.00g103510	21.218657	17.829187	10.440484	24.668473	14.066639
PGEN_.00g103520	PGEN_.00g103520	5.573105	9.745994	14.968867	11.95095	7.820333
PGEN_.00g103530	PGEN_.00g103530	5482.175079	5774.870158	3629.076784	5412.382457	3357.00165
PGEN_.00g103540	PGEN_.00g103540	1.008534	3.199216	10.99374	2.378166	2.78434
PGEN_.00g103550	PGEN_.00g103550	0	0	0	0	0.122511
PGEN_.00g103560	PGEN_.00g103560	0	0	0	0	0
PGEN_.00g103570	PGEN_.00g103570	0.491482	0.54451	6.824483	1.549984	1.311042
PGEN_.00g103580	PGEN_.00g103580	0	0	0	0	0
PGEN_.00g103590	PGEN_.00g103590	36.040333	26.531481	13.657644	4.25586	22.172107
PGEN_.00g103600	PGEN_.00g103600	5.719324	15.925594	10.983125	9.148721	9.136934
PGEN_.00g103610	PGEN_.00g103610	45.47347	18.763771	17.021062	34.381871	8.336428
PGEN_.00g103620	PGEN_.00g103620	2.897912	0	0.62959	0	0
PGEN_.00g103630	PGEN_.00g103630	0	0	0.065535	10.949347	9.159237
PGEN_.00g103640	PGEN_.00g103640	0	10.598089	0.061274	4.006796	20.354719
PGEN_.00g103650	PGEN_.00g103650	5.040785	12.772369	10.30067	5.037909	8.164858
PGEN_.00g103660	PGEN_.00g103660	0	0.42224	0	0.035792	0
PGEN_.00g103670	PGEN_.00g103670	0.10172	0	0	0.060339	0
PGEN_.00g103680	PGEN_.00g103680	326.595003	15.430532	0.877143	276.426922	321.995385
PGEN_.00g103690	PGEN_.00g103690	0	0	0	0	0
PGEN_.00g103700	PGEN_.00g103700	1.226141	2.378364	0.74931	0.780744	0.945813
PGEN_.00g103710	PGEN_.00g103710	2.1056	2.610869	1.414437	2.438782	3.629697
PGEN_.00g103720	PGEN_.00g103720	2.903551	0	5.35858	1.984974	3.230456
PGEN_.00g103730	PGEN_.00g103730	43.149991	27.095972	46.466202	18.208067	11.92558
PGEN_.00g103740	PGEN_.00g103740	0	0	0	0	0
PGEN_.00g103750	PGEN_.00g103750	0.569951	0	0	0.175435	0
PGEN_.00g103760	PGEN_.00g103760	0	0	0	0.618752	0
PGEN_.00g103770	PGEN_.00g103770	1.431859	0	0.631341	0	0
PGEN_.00g103780	PGEN_.00g103780	12.073504	21.097199	39.306678	25.846146	1.513441
PGEN_.00g103790	PGEN_.00g103790	0	0	0	0	0
PGEN_.00g103800	PGEN_.00g103800	0	0	0.027853	0.487914	0
PGEN_.00g103810	PGEN_.00g103810	13.357138	53.243485	29.908423	27.719857	45.674775
PGEN_.00g103820	PGEN_.00g103820	7.264303	0	0	6.439681	3.864597
PGEN_.00g103830	PGEN_.00g103830	3.404446	0	0.07154	1.703536	4.062018
PGEN_.00g103840	PGEN_.00g103840	13.500752	10.012048	26.652476	8.230454	5.869554
PGEN_.00g103850	PGEN_.00g103850	0	0	0.055176	7.017056	0
PGEN_.00g103860	PGEN_.00g103860	2.493254	3.847097	1.430252	3.474267	1.790715
PGEN_.00g103870	PGEN_.00g103870	0.737004	2.516836	0.693075	1.954364	2.445481
PGEN_.00g103880	PGEN_.00g103880	4.231085	14.926406	5.76289	18.677871	22.915396
PGEN_.00g103890	PGEN_.00g103890	0	0	0	0.033287	1.995892
PGEN_.00g103900	PGEN_.00g103900	0	0	0	0	0.075092
PGEN_.00g103910	PGEN_.00g103910	0	0	0	0	0
PGEN_.00g103920	PGEN_.00g103920	0.440566	11.206424	1.770457	0.743492	2.687168
PGEN_.00g103930	PGEN_.00g103930	0	0	0	0.563253	2.404848
PGEN_.00g103940	PGEN_.00g103940	0	0	0.055578	18.092032	0
PGEN_.00g103950	PGEN_.00g103950	0.169577	0	0.025478	3.895219	0
PGEN_.00g103960	PGEN_.00g103960	0	4.401595	0	0.12598	1.493357
PGEN_.00g103970	PGEN_.00g103970	1.711026	4.08023	0.584783	0.271607	1.63423
PGEN_.00g103980	PGEN_.00g103980	0	0	0	0	0
PGEN_.00g103990	PGEN_.00g103990	0	0	0	0.076937	0.075092
PGEN_.00g104000	PGEN_.00g104000	0	0	0	0.119854	3.772701
PGEN_.00g104010	PGEN_.00g104010	2.550286	14.775298	4.342406	19.765431	22.255804
PGEN_.00g104020	PGEN_.00g104020	1.49563	0	1.751488	2.178261	2.876503
PGEN_.00g104030	PGEN_.00g104030	5.648207	0	3.035572	2.416024	0.455346
PGEN_.00g104040	PGEN_.00g104040	0	0	0.055176	38.196506	0
PGEN_.00g104050	PGEN_.00g104050	4.811711	1.369799	5.93706	0.065899	0.168919
PGEN_.00g104060	PGEN_.00g104060	1.661044	0	0.302734	0.098831	0
PGEN_.00g104070	PGEN_.00g104070	0	0	0	0	0
PGEN_.00g104080	PGEN_.00g104080	8.053866	2.942124	8.594266	4.021327	2.950288
PGEN_.00g104090	PGEN_.00g104090	0	0	0.32682	51.516755	0
PGEN_.00g104100	PGEN_.00g104100	0	5.728242	0.566217	0.08007	0.616367
PGEN_.00g104110	PGEN_.00g104110	12.921374	0	11.194617	2.689699	0
PGEN_.00g104120	PGEN_.00g104120	0	81.326072	0	2.689699	0
PGEN_.00g104130	PGEN_.00g104130	0	0	0	0.044108	0
PGEN_.00g104140	PGEN_.00g104140	0.206286	0	0	0	0
PGEN_.00g104150	PGEN_.00g104150	0	0	0	0.163756	0.248044
PGEN_.00g104160	PGEN_.00g104160	0	0	0.128398	15.16609	0
PGEN_.00g104170	PGEN_.00g104170	4.25518	3.48185	4.076473	2.805489	3.90148
PGEN_.00g104180	PGEN_.00g104180	0	0	0	0	0
PGEN_.00g104190	PGEN_.00g104190	0.73399	1.016228	0.490939	1.622525	0.92126
PGEN_.00g104200	PGEN_.00g104200	24.927888	23.782571	51.31922	69.532922	36.08651
PGEN_.00g104210	PGEN_.00g104210	0	0	0	0	0
PGEN_.00g104220	PGEN_.00g104220	0	0.107749	0	0	0
PGEN_.00g104230	PGEN_.00g104230	0	0	0	0	0
PGEN_.00g104240	PGEN_.00g104240	0.310276	0	0.03494	1.632855	0
PGEN_.00g104250	PGEN_.00g104250	0.025103	0	0.30196	0.47671	0.090401
PGEN_.00g104260	PGEN_.00g104260	0	0	0	0.682876	0
PGEN_.00g104270	PGEN_.00g104270	0	0	0	0.010107	0
PGEN_.00g104280	PGEN_.00g104280	0	0	0	0	0
PGEN_.00g104290	PGEN_.00g104290	3.925141	0	0.557469	3.079449	9.647617
PGEN_.00g104300	PGEN_.00g104300	6.710924	3.717533	0	6.214634	0.860106
PGEN_.00g104310	PGEN_.00g104310	1.856562	2.102899	0	2.441634	0.936932
PGEN_.00g104320	PGEN_.00g104320	3.973134	2.219591	3.198017	8.351313	7.863205
PGEN_.00g104330	PGEN_.00g104330	0	0.072349	0	0.024559	5.465829
PGEN_.00g104340	PGEN_.00g104340	0	0	0	0.405258	6.770597
PGEN_.00g104350	PGEN_.00g104350	0	0	0	0	6.428099
PGEN_.00g104360	PGEN_.00g104360	0	0	0	4.414754	0
PGEN_.00g104370	PGEN_.00g104370	1.540684	0	0.019849	0	0
PGEN_.00g104380	PGEN_.00g104380	0.838132	6.431134	3.783236	0.681057	1.437904
PGEN_.00g104390	PGEN_.00g104390	0.942341	3.094792	1.532931	0	1.143263
PGEN_.00g104400	PGEN_.00g104400	0.413286	2.993193	0.884206	0.866047	1.713732
PGEN_.00g104410	PGEN_.00g104410	2.932345	0	0.030534	8.56745	0.10831
PGEN_.00g104420	PGEN_.00g104420	2.026515	2.67926	0.938163	1.236261	1.216084
PGEN_.00g104430	PGEN_.00g104430	0	0	0	0	0
PGEN_.00g104440	PGEN_.00g104440	0	0	0	0.169994	3.345832
PGEN_.00g104450	PGEN_.00g104450	7.076336	0.898283	4.634465	3.724824	10.350879
PGEN_.00g104460	PGEN_.00g104460	20.558619	22.29332	25.13142	22.825933	17.818335
PGEN_.00g104470	PGEN_.00g104470	38.287866	5.870028	0.673144	12.477997	0.06596
PGEN_.00g104480	PGEN_.00g104480	0	0	0	2.859809	0
PGEN_.00g104490	PGEN_.00g104490	0	0	0	0.820718	0
PGEN_.00g104500	PGEN_.00g104500	0.661412	0	0.017546	1.265899	0
PGEN_.00g104510	PGEN_.00g104510	2.955057	0.741731	1.474902	0.908795	0
PGEN_.00g104520	PGEN_.00g104520	9.078405	1.818093	0.136226	6.413892	0
PGEN_.00g104530	PGEN_.00g104530	0	4.732326	0	0.03109	1.208936
PGEN_.00g104540	PGEN_.00g104540	4.707352	0	3.09872	2.312449	0.70624
PGEN_.00g104550	PGEN_.00g104550	0	0	0	0	0
PGEN_.00g104560	PGEN_.00g104560	0	0	0.596255	0	0
PGEN_.00g104570	PGEN_.00g104570	0	0	0	0	0
PGEN_.00g104580	PGEN_.00g104580	3.92957	0	0.918599	1.090107	0
PGEN_.00g104590	PGEN_.00g104590	9.337432	17.081527	0	2.829879	0
PGEN_.00g104600	PGEN_.00g104600	0	0	0	0	0
PGEN_.00g104610	PGEN_.00g104610	0	2.848221	0	0	0
PGEN_.00g104620	PGEN_.00g104620	0	0	0	0	0
PGEN_.00g104630	PGEN_.00g104630	0	0	0	0	0
PGEN_.00g104640	PGEN_.00g104640	0.432679	24.995015	3.687236	0.333794	0
PGEN_.00g104650	PGEN_.00g104650	0	0	2.518358	0	0
PGEN_.00g104660	PGEN_.00g104660	1.844962	1.003207	0.14978	0.186873	0.310034
PGEN_.00g104670	PGEN_.00g104670	1.137087	0	10.19658	0	0
PGEN_.00g104680	PGEN_.00g104680	0	0	0	0	0
PGEN_.00g104690	PGEN_.00g104690	15.290703	12.730938	253.436581	0.612455	1.905408
PGEN_.00g104700	PGEN_.00g104700	0	0	0	0	0
PGEN_.00g104710	PGEN_.00g104710	0	0	0	0.455251	0
PGEN_.00g104720	PGEN_.00g104720	0	0	0	0	0
PGEN_.00g104730	PGEN_.00g104730	0	0	0	0.245298	0
PGEN_.00g104740	PGEN_.00g104740	4.744584	0	0	3.340873	0
PGEN_.00g104750	PGEN_.00g104750	0	0	0	0	0
PGEN_.00g104760	PGEN_.00g104760	0	0	0	0.132436	0
PGEN_.00g104770	PGEN_.00g104770	0	0	0	0.041882	0
PGEN_.00g104780	PGEN_.00g104780	0	0	0	0	0
PGEN_.00g104790	PGEN_.00g104790	18.225565	20.471392	14.805892	19.813129	5.3561
PGEN_.00g104800	PGEN_.00g104800	0	0	0	0	0
PGEN_.00g104810	PGEN_.00g104810	2.263236	3.016968	2.25052	2.38229	2.215023
PGEN_.00g104820	PGEN_.00g104820	1.407505	6.317843	1.41407	0	0
PGEN_.00g104830	PGEN_.00g104830	0	0	0.06529	0	0.104273
PGEN_.00g104840	PGEN_.00g104840	0	0	1.116739	1.585438	3.723338
PGEN_.00g104850	PGEN_.00g104850	1.986116	0	0	0.016074	0
PGEN_.00g104860	PGEN_.00g104860	43.87287	54.608885	43.672076	59.431089	70.68897
PGEN_.00g104870	PGEN_.00g104870	66.697566	22.098533	30.737711	57.407108	67.740356
PGEN_.00g104880	PGEN_.00g104880	35.496155	22.461343	19.01058	45.245895	45.952632
PGEN_.00g104890	PGEN_.00g104890	0	0	0	0	0
PGEN_.00g104900	PGEN_.00g104900	0	0	0	0.057771	0.22474
PGEN_.00g104910	PGEN_.00g104910	121.633522	175.618785	580.787633	157.712625	56.308662
PGEN_.00g104920	PGEN_.00g104920	15.256862	6.134499	16.932354	8.239564	7.525082
PGEN_.00g104930	PGEN_.00g104930	1.794607	0.706451	1.194944	1.8703	0
PGEN_.00g104940	PGEN_.00g104940	0	0	0	0	0
PGEN_.00g104950	PGEN_.00g104950	0	0	0	0.779655	0
PGEN_.00g104960	PGEN_.00g104960	2.285797	0	0.973492	1.112049	0
PGEN_.00g104970	PGEN_.00g104970	0	0	0	0	0
PGEN_.00g104980	PGEN_.00g104980	128.377094	224.561572	211.61848	19.330904	0
PGEN_.00g104990	PGEN_.00g104990	2.236029	0	0.100266	0.337147	0
PGEN_.00g105000	PGEN_.00g105000	0.246274	0	0.220703	0.342239	2.067476
PGEN_.00g105010	PGEN_.00g105010	0	0	0	0	0
PGEN_.00g105020	PGEN_.00g105020	17.973469	23.248514	21.358887	2.091907	0
PGEN_.00g105030	PGEN_.00g105030	0	0	0	0	0
PGEN_.00g105040	PGEN_.00g105040	5.259648	1.229784	0.500774	1.453879	0.111044
PGEN_.00g105050	PGEN_.00g105050	0	0	0	0	0.872234
PGEN_.00g105060	PGEN_.00g105060	9.784592	14.707273	3.933951	0.193698	0
PGEN_.00g105070	PGEN_.00g105070	2.067799	0	0.293836	0	0.065286
PGEN_.00g105080	PGEN_.00g105080	0	0	0	0	0
PGEN_.00g105090	PGEN_.00g105090	5.366095	0	0.666813	0.092113	0
PGEN_.00g105100	PGEN_.00g105100	5.975901	2.831036	1.531553	0.224654	0.01432
PGEN_.00g105110	PGEN_.00g105110	0	0	0	0.358979	0
PGEN_.00g105120	PGEN_.00g105120	0	0	0	0.032075	0
PGEN_.00g105130	PGEN_.00g105130	0.203135	0	0	0.093986	0
PGEN_.00g105140	PGEN_.00g105140	0.854565	0	0.380563	0.13191	0
PGEN_.00g105150	PGEN_.00g105150	0	0	0	0	0
PGEN_.00g105160	PGEN_.00g105160	3.746753	2.823013	0.97974	1.449647	0.032508
PGEN_.00g105170	PGEN_.00g105170	3.94575	1.616857	0.609643	0.627176	0
PGEN_.00g105180	PGEN_.00g105180	0	0	0	0.136297	0
PGEN_.00g105190	PGEN_.00g105190	0	0	0	0	0
PGEN_.00g105200	PGEN_.00g105200	0.279458	1.055021	0	0.02145	0.195659
PGEN_.00g105210	PGEN_.00g105210	0	0	0	0.072686	0
PGEN_.00g105220	PGEN_.00g105220	0	0	0	0	0
PGEN_.00g105230	PGEN_.00g105230	0	0	0	0	0
PGEN_.00g105240	PGEN_.00g105240	0.382857	0	0	0	0
PGEN_.00g105250	PGEN_.00g105250	0	0	0	0	0
PGEN_.00g105260	PGEN_.00g105260	0	0	0	0	0.300893
PGEN_.00g105270	PGEN_.00g105270	26.766304	3.57005	1.487665	6.198928	0
PGEN_.00g105280	PGEN_.00g105280	2.917074	0.881134	0.073083	0.00622	0.097259
PGEN_.00g105290	PGEN_.00g105290	5.700723	0	0	0.108966	0
PGEN_.00g105300	PGEN_.00g105300	1.036995	0.448747	0.52114	1.291848	0
PGEN_.00g105310	PGEN_.00g105310	0	0	0	0.494597	0
PGEN_.00g105320	PGEN_.00g105320	1.647147	0	0.973547	0	0
PGEN_.00g105330	PGEN_.00g105330	2.734356	1.143462	1.099916	0.067069	0.02913
PGEN_.00g105340	PGEN_.00g105340	0	0	0	0.07482	0
PGEN_.00g105350	PGEN_.00g105350	0	0	0	0.149647	0
PGEN_.00g105360	PGEN_.00g105360	0.273908	0	0	0	0
PGEN_.00g105370	PGEN_.00g105370	21.010983	0	4.692968	0	0
PGEN_.00g105380	PGEN_.00g105380	5.852449	0	0.046769	0.011812	0
PGEN_.00g105390	PGEN_.00g105390	0	0	0	0.116314	0
PGEN_.00g105400	PGEN_.00g105400	2.081575	0.642187	0.122896	0.587698	0.11448
PGEN_.00g105410	PGEN_.00g105410	0	0	0	0	0
PGEN_.00g105420	PGEN_.00g105420	4.176856	1.096594	0.272815	0.009297	0
PGEN_.00g105430	PGEN_.00g105430	5.919483	1.774085	0	0.237654	0.081979
PGEN_.00g105440	PGEN_.00g105440	4.235049	0	0	0	0
PGEN_.00g105450	PGEN_.00g105450	0.205016	0	0	0	0
PGEN_.00g105460	PGEN_.00g105460	0	0	0	0	0
PGEN_.00g105470	PGEN_.00g105470	0	0	0.07134	1.265568	0.665219
PGEN_.00g105480	PGEN_.00g105480	5.394272	0.672518	0.770901	0.280521	0
PGEN_.00g105490	PGEN_.00g105490	5.761466	1.377034	0.76125	5.784576	0.036491
PGEN_.00g105500	PGEN_.00g105500	0.062034	0	0.027984	0.26773	0
PGEN_.00g105510	PGEN_.00g105510	1.584863	9.15722	0.714944	0.013149	0
PGEN_.00g105520	PGEN_.00g105520	0	0	0	0	0
PGEN_.00g105530	PGEN_.00g105530	0	0	0	0.117431	0
PGEN_.00g105540	PGEN_.00g105540	0	0	0	0	0
PGEN_.00g105550	PGEN_.00g105550	32.008545	8.923056	5.874568	0.422238	0
PGEN_.00g105560	PGEN_.00g105560	1.511082	0	0	0	0
PGEN_.00g105570	PGEN_.00g105570	9.482877	5.86417	2.058023	0.072233	0
PGEN_.00g105580	PGEN_.00g105580	21.065879	5.624313	4.131057	0	0
PGEN_.00g105590	PGEN_.00g105590	8.560942	2.403143	2.588393	4.476205	33.970007
PGEN_.00g105600	PGEN_.00g105600	0.156053	1.271612	0.105436	0.071935	0.093631
PGEN_.00g105610	PGEN_.00g105610	83.26588	25.919969	11.727844	0	0
PGEN_.00g105620	PGEN_.00g105620	0	0	0	0	0
PGEN_.00g105630	PGEN_.00g105630	0.331952	0	0.154014	1.981297	0.01702
PGEN_.00g105640	PGEN_.00g105640	11.835774	1.650524	0.319258	0.545322	0
PGEN_.00g105650	PGEN_.00g105650	0	0	0	0	3.233928
PGEN_.00g105660	PGEN_.00g105660	52.120504	47.520481	70.674663	30.346782	40.449698
PGEN_.00g105670	PGEN_.00g105670	61.876903	91.121238	208.158653	122.964086	117.352604
PGEN_.00g105680	PGEN_.00g105680	0	0	0.048771	25.814242	3.507291
PGEN_.00g105690	PGEN_.00g105690	0	0	0	18.721722	34.160284
PGEN_.00g105700	PGEN_.00g105700	0	0	0	0	0
PGEN_.00g105710	PGEN_.00g105710	0	0	0	0	0
PGEN_.00g105720	PGEN_.00g105720	0	0	0	0	0
PGEN_.00g105730	PGEN_.00g105730	0	0	0	1.795988	0
PGEN_.00g105740	PGEN_.00g105740	0	0	0	0.322019	0
PGEN_.00g105750	PGEN_.00g105750	0	0	0	0.040091	0
PGEN_.00g105760	PGEN_.00g105760	0	0	0	0	0
PGEN_.00g105770	PGEN_.00g105770	0	0	0	0	0
PGEN_.00g105780	PGEN_.00g105780	0	0	0	0	0
PGEN_.00g105790	PGEN_.00g105790	0.217412	0	0.163243	5.488413	4.130934
PGEN_.00g105800	PGEN_.00g105800	0	0	0	0.031647	0
PGEN_.00g105810	PGEN_.00g105810	0	0	0	0.050479	0
PGEN_.00g105820	PGEN_.00g105820	0	0	0	0	0
PGEN_.00g105830	PGEN_.00g105830	0	0	0	0.07482	0
PGEN_.00g105840	PGEN_.00g105840	0	0	0	0	0
PGEN_.00g105850	PGEN_.00g105850	0	0	0	0	0
PGEN_.00g105860	PGEN_.00g105860	0	0	0	0	0
PGEN_.00g105870	PGEN_.00g105870	0	0	0	0	0
PGEN_.00g105880	PGEN_.00g105880	0	0	0	0	0
PGEN_.00g105890	PGEN_.00g105890	2.312866	2.959202	0.484823	0.029539	0.229678
PGEN_.00g105900	PGEN_.00g105900	5.36183	0	0.887609	0.102858	0
PGEN_.00g105910	PGEN_.00g105910	0	0	0	0	0
PGEN_.00g105920	PGEN_.00g105920	0	0	0	0	0
PGEN_.00g105930	PGEN_.00g105930	0	0	0	0	0
